Chave,Tipo de Item,Ano de Publicação,Autor,Título,DOI,Url,Nota Abstracta,Data,Editor,Título_traduzido,Nota Resumo_traduzido
CH6BF2S8,conferencePaper,2013.0,"Roth, Benjamin; Barth, Tassilo; Wiegand, Michael; Klakow, Dietrich",A survey of noise reduction methods for distant supervision,10.1145/2509558.2509571,http://dl.acm.org/citation.cfm?doid=2509558.2509571,"We survey recent approaches to noise reduction in distant supervision learning for relation extraction. We group them according to the principles they are based on: at-least-one constraints, topic-based models, or pattern correlations. Besides describing them, we illustrate the fundamental diﬀerences and attempt to give an outlook to potentially fruitful further research. In addition, we identify related work in sentiment analysis which could proﬁt from approaches to noise reduction.",2013,ACM Press,Uma pesquisa sobre métodos de redução de ruído para supervisão distante,"Nós examinamos abordagens recentes para a redução de ruído no aprendizado de supervisão distante para extração de relações. Agrupamos essas abordagens de acordo com os princípios em que se baseiam: restrições de pelo menos um, modelos baseados em tópicos ou correlações de padrões. Além de descrevê-las, ilustramos as diferenças fundamentais e tentamos oferecer uma perspectiva para uma pesquisa futura potencialmente frutífera. Além disso, identificamos trabalhos relacionados em análise de sentimentos que poderiam se beneficiar de abordagens para redução de ruído."
KUE85DEC,journalArticle,2019.0,"Smirnova, Alisa; Cudré-Mauroux, Philippe",Relation Extraction Using Distant Supervision: A Survey,10.1145/3241741,https://dl.acm.org/doi/10.1145/3241741,"Relation extraction is a subtask of information extraction where               semantic relationships               are extracted from natural language text and then classified. In essence, it allows us to acquire structured knowledge from unstructured text. In this article, we present a survey of relation extraction methods that leverage pre-existing structured or semi-structured data to guide the extraction process. We introduce a taxonomy of existing methods and describe distant supervision approaches in detail. We describe, in addition, the evaluation methodologies and the datasets commonly used for quality assessment. Finally, we give a high-level outlook on the field, highlighting open problems as well as the most promising research directions.",2019-09-30,,Extração de Relações Usando Supervisão Distante: Uma Revisão,"A extração de relações é uma subtarefa da extração de informações onde relações semânticas são extraídas de texto em linguagem natural e, em seguida, classificadas. Em essência, permite-nos adquirir conhecimento estruturado a partir de texto não estruturado. Neste artigo, apresentamos uma pesquisa sobre métodos de extração de relações que aproveitam dados estruturados ou semi-estruturados pré-existentes para guiar o processo de extração. Introduzimos uma taxonomia dos métodos existentes e descrevemos em detalhes as abordagens de supervisão distante. Descrevemos, além disso, as metodologias de avaliação e os conjuntos de dados comumente usados para a avaliação da qualidade. Finalmente, damos uma visão geral do campo, destacando problemas em aberto, bem como as direções de pesquisa mais promissoras."
AG56K5QX,conferencePaper,2019.0,"Shi, Yong; Xiao, Yang; Niu, Lingfeng",A Brief Survey of Relation Extraction Based on Distant Supervision,10.1007/978-3-030-22744-9_23,,"As a core task and important part of Information ExtractionEntity Relation Extraction can realize the identification of the semantic relation between entity pairs. And it plays an important role in semantic understanding of sentences and the construction of entity knowledge base. It has the potential of employing distant supervision method, end-to-end model and other deep learning model with the creation of large datasets. In this review, we compare the contributions and defect of the various models that have been used for the task, to help guide the path ahead.",2019,Springer International Publishing,Uma Breve Pesquisa sobre Extração de Relações Baseada em Supervisão Distante,"Como uma tarefa central e parte importante da Extração de Informação, a Extração de Relação entre Entidades pode realizar a identificação da relação semântica entre pares de entidades. E desempenha um papel importante na compreensão semântica de sentenças e na construção de uma base de conhecimento de entidades. Tem o potencial de empregar métodos de supervisão distante, modelos de ponta a ponta e outros modelos de aprendizado profundo com a criação de grandes conjuntos de dados. Nesta revisão, comparamos as contribuições e defeitos dos vários modelos que têm sido usados para a tarefa, para ajudar a guiar o caminho à frente."
2ISMF36G,conferencePaper,2021.0,"Hedderich, Michael A.; Lange, Lukas; Adel, Heike; Strötgen, Jannik; Klakow, Dietrich",A Survey on Recent Approaches for Natural Language Processing in Low-Resource Scenarios,10.18653/v1/2021.naacl-main.201,https://aclanthology.org/2021.naacl-main.201,"Deep neural networks and huge language models are becoming omnipresent in natural language applications. As they are known for requiring large amounts of training data, there is a growing body of work to improve the performance in low-resource settings. Motivated by the recent fundamental changes towards neural models and the popular pre-train and fine-tune paradigm, we survey promising approaches for low-resource natural language processing. After a discussion about the different dimensions of data availability, we give a structured overview of methods that enable learning when training data is sparse. This includes mechanisms to create additional labeled data like data augmentation and distant supervision as well as transfer learning settings that reduce the need for target supervision. A goal of our survey is to explain how these methods differ in their requirements as understanding them is essential for choosing a technique suited for a specific low-resource setting. Further key aspects of this work are to highlight open issues and to outline promising directions for future research.",2021-06,Association for Computational Linguistics,Uma Pesquisa sobre Abordagens Recentes para Processamento de Linguagem Natural em Cenários de Baixos Recursos,"Redes neurais profundas e grandes modelos de linguagem estão se tornando onipresentes em aplicações de linguagem natural. Como são conhecidos por exigir grandes quantidades de dados de treinamento, há um número crescente de trabalhos para melhorar o desempenho em ambientes com poucos recursos. Motivados pelas recentes mudanças fundamentais em direção a modelos neurais e ao popular paradigma de pré-treinamento e ajuste fino, revisamos abordagens promissoras para o processamento de linguagem natural em ambientes com poucos recursos. Após uma discussão sobre as diferentes dimensões da disponibilidade de dados, fornecemos uma visão geral estruturada de métodos que permitem o aprendizado quando os dados de treinamento são escassos. Isso inclui mecanismos para criar dados rotulados adicionais, como aumento de dados e supervisão distante, bem como configurações de aprendizado por transferência que reduzem a necessidade de supervisão específica. Um dos objetivos da nossa pesquisa é explicar como esses métodos diferem em seus requisitos, pois compreendê-los é essencial para escolher uma técnica adequada para um ambiente específico com poucos recursos. Outros aspectos-chave deste trabalho são destacar questões em aberto e delinear direções promissoras para pesquisas futuras."
YYDYU24X,journalArticle,2021.0,"Algan, Görkem; Ulusoy, Ilkay",Image Classification with Deep Learning in the Presence of Noisy Labels: A Survey,10.1016/j.knosys.2021.106771,http://arxiv.org/abs/1912.05170,"Image classification systems recently made a giant leap with the advancement of deep neural networks. However, these systems require an excessive amount of labeled data to be adequately trained. Gathering a correctly annotated dataset is not always feasible due to several factors, such as the expensiveness of the labeling process or difficulty of correctly classifying data, even for the experts. Because of these practical challenges, label noise is a common problem in real-world datasets, and numerous methods to train deep neural networks with label noise are proposed in the literature. Although deep neural networks are known to be relatively robust to label noise, their tendency to overfit data makes them vulnerable to memorizing even random noise. Therefore, it is crucial to consider the existence of label noise and develop counter algorithms to fade away its adverse effects to train deep neural networks efficiently. Even though an extensive survey of machine learning techniques under label noise exists, the literature lacks a comprehensive survey of methodologies centered explicitly around deep learning in the presence of noisy labels. This paper aims to present these algorithms while categorizing them into one of the two subgroups: noise model based and noise model free methods. Algorithms in the first group aim to estimate the noise structure and use this information to avoid the adverse effects of noisy labels. Differently, methods in the second group try to come up with inherently noise robust algorithms by using approaches like robust losses, regularizers or other learning paradigms.",2021-03,,Classificação de Imagens com Aprendizado Profundo na Presença de Rótulos Ruins: Uma Revisão,"Os sistemas de classificação de imagens recentemente deram um grande salto com o avanço das redes neurais profundas. No entanto, esses sistemas requerem uma quantidade excessiva de dados rotulados para serem adequadamente treinados. Coletar um conjunto de dados corretamente anotado nem sempre é viável devido a vários fatores, como o alto custo do processo de rotulagem ou a dificuldade de classificar corretamente os dados, mesmo para os especialistas. Devido a esses desafios práticos, o ruído de rotulagem é um problema comum em conjuntos de dados do mundo real, e numerosos métodos para treinar redes neurais profundas com ruído de rotulagem são propostos na literatura. Embora as redes neurais profundas sejam conhecidas por serem relativamente robustas ao ruído de rotulagem, sua tendência a se ajustar excessivamente aos dados as torna vulneráveis a memorizar até mesmo ruídos aleatórios. Portanto, é crucial considerar a existência de ruído de rotulagem e desenvolver algoritmos contrários para atenuar seus efeitos adversos a fim de treinar redes neurais profundas de forma eficiente. Embora exista uma extensa pesquisa sobre técnicas de aprendizado de máquina sob ruído de rotulagem, a literatura carece de uma pesquisa abrangente de metodologias centradas explicitamente em aprendizado profundo na presença de rótulos ruidosos. Este artigo tem como objetivo apresentar esses algoritmos enquanto os categoriza em um dos dois subgrupos: métodos baseados em modelo de ruído e métodos livres de modelo de ruído. Os algoritmos no primeiro grupo visam estimar a estrutura do ruído e usar essa informação para evitar os efeitos adversos de rótulos ruidosos. De forma diferente, os métodos no segundo grupo tentam desenvolver algoritmos inerentemente robustos ao ruído utilizando abordagens como perdas robustas, regularizadores ou outros paradigmas de aprendizado."
YES2Q2X2,webpage,2021.0,"Hedderich, Michael A.",A Visual Guide to Low-Resource NLP,,https://towardsdatascience.com/a-visual-guide-to-low-resource-nlp-d7b4c7b1a4bc,An overview of recent approaches that help you train NLP models if you only have limited amounts of labeled data.,2021-09-07,,Um Guia Visual para NLP de Baixos Recursos,Uma visão geral das abordagens recentes que ajudam você a treinar modelos de PNL se você tiver apenas quantidades limitadas de dados rotulados.
KWY3Z769,conferencePaper,2021.0,"Sedova, Anastasiia; Stephan, Andreas; Speranskaya, Marina; Roth, Benjamin",Knodle: Modular Weakly Supervised Learning with PyTorch,10.18653/v1/2021.repl4nlp-1.12,http://arxiv.org/abs/2104.11557,"Strategies for improving the training and prediction quality of weakly supervised machine learning models vary in how much they are tailored to a specific task or integrated with a specific model architecture. In this work, we introduce Knodle, a software framework that treats weak data annotations, deep learning models, and methods for improving weakly supervised training as separate, modular components. This modularization gives the training process access to fine-grained information such as data set characteristics, matches of heuristic rules, or elements of the deep learning model ultimately used for prediction. Hence, our framework can encompass a wide range of training methods for improving weak supervision, ranging from methods that only look at correlations of rules and output classes (independently of the machine learning model trained with the resulting labels), to those that harness the interplay of neural networks and weakly labeled data. We illustrate the benchmarking potential of the framework with a performance comparison of several reference implementations on a selection of datasets that are already available in Knodle. The framework is published as an open-source Python package knodle and available at https://github.com/knodle/knodle.",2021,,Knodle: Aprendizado Modular Fracamente Supervisionado com PyTorch,"Estratégias para melhorar a qualidade do treinamento e da previsão de modelos de aprendizado de máquina fracamente supervisionados variam em quão adaptadas estão a uma tarefa específica ou integradas a uma arquitetura de modelo específica. Neste trabalho, introduzimos o Knodle, uma estrutura de software que trata anotações de dados fracos, modelos de aprendizado profundo e métodos para melhorar o treinamento fracamente supervisionado como componentes separados e modulares. Essa modularização dá ao processo de treinamento acesso a informações detalhadas, como características do conjunto de dados, correspondências de regras heurísticas ou elementos do modelo de aprendizado profundo utilizado para a previsão. Assim, nossa estrutura pode abranger uma ampla gama de métodos de treinamento para melhorar a supervisão fraca, variando de métodos que apenas observam correlações de regras e classes de saída (independentemente do modelo de aprendizado de máquina treinado com os rótulos resultantes) até aqueles que aproveitam a interação de redes neurais e dados fracamente rotulados. Ilustramos o potencial de benchmarking da estrutura com uma comparação de desempenho de várias implementações de referência em uma seleção de conjuntos de dados que já estão disponíveis no Knodle. A estrutura é publicada como um pacote Python de código aberto knodle e está disponível em https://github.com/knodle/knodle."
3W8FBNWW,preprint,2020.0,"Chen, Mayee F.; Fu, Daniel Y.; Sala, Frederic; Wu, Sen; Mullapudi, Ravi Teja; Poms, Fait; Fatahalian, Kayvon; Ré, Christopher",Train and You'll Miss It: Interactive Model Iteration with Weak Supervision and Pre-Trained Embeddings,10.48550/arXiv.2006.15168,http://arxiv.org/abs/2006.15168,"Our goal is to enable machine learning systems to be trained interactively. This requires models that perform well and train quickly, without large amounts of hand-labeled data. We take a step forward in this direction by borrowing from weak supervision (WS), wherein models can be trained with noisy sources of signal instead of hand-labeled data. But WS relies on training downstream deep networks to extrapolate to unseen data points, which can take hours or days. Pre-trained embeddings can remove this requirement. We do not use the embeddings as features as in transfer learning (TL), which requires fine-tuning for high performance, but instead use them to define a distance function on the data and extend WS source votes to nearby points. Theoretically, we provide a series of results studying how performance scales with changes in source coverage, source accuracy, and the Lipschitzness of label distributions in the embedding space, and compare this rate to standard WS without extension and TL without fine-tuning. On six benchmark NLP and video tasks, our method outperforms WS without extension by 4.1 points, TL without fine-tuning by 12.8 points, and traditionally-supervised deep networks by 13.1 points, and comes within 0.7 points of state-of-the-art weakly-supervised deep networks-all while training in less than half a second.",2020-06-26,arXiv,Treine e Você Vai Perder: Iteração de Modelo Interativa com Supervisão Fraca e Embeddings Pré-Treinados,"Nosso objetivo é permitir que sistemas de aprendizado de máquina sejam treinados de forma interativa. Isso requer modelos que tenham um bom desempenho e treinem rapidamente, sem grandes quantidades de dados rotulados manualmente. Damos um passo à frente nessa direção ao nos basearmos na supervisão fraca (WS), onde os modelos podem ser treinados com fontes de sinal ruidosas em vez de dados rotulados manualmente. Mas a WS depende do treinamento de redes profundas a jusante para extrapolar para pontos de dados não vistos, o que pode levar horas ou dias. Embeddings pré-treinados podem eliminar essa exigência. Não usamos os embeddings como características, como na transferência de aprendizado (TL), que requer ajuste fino para alto desempenho, mas sim os utilizamos para definir uma função de distância nos dados e estender os votos das fontes da WS para pontos próximos. Teoricamente, fornecemos uma série de resultados estudando como o desempenho escala com mudanças na cobertura das fontes, precisão das fontes e a Lipschitzness das distribuições de rótulos no espaço de embedding, e comparamos essa taxa com a WS padrão sem extensão e TL sem ajuste fino. Em seis tarefas de referência de NLP e vídeo, nosso método supera a WS sem extensão em 4,1 pontos, TL sem ajuste fino em 12,8 pontos, e redes profundas supervisionadas tradicionalmente em 13,1 pontos, e chega a ficar a 0,7 pontos das redes profundas supervisionadas de forma fraca de última geração - tudo isso enquanto treina em menos de meio segundo."
QXNN7LMJ,journalArticle,,"Ré, Chris",Weak Supervision Overview,,,,,,Visão Geral da Supervisão Fraca,nan
YHJ3IUSM,preprint,2021.0,"Cachay, Salva Rühling; Boecking, Benedikt; Dubrawski, Artur",End-to-End Weak Supervision,10.48550/arXiv.2107.02233,http://arxiv.org/abs/2107.02233,"Aggregating multiple sources of weak supervision (WS) can ease the data-labeling bottleneck prevalent in many machine learning applications, by replacing the tedious manual collection of ground truth labels. Current state of the art approaches that do not use any labeled training data, however, require two separate modeling steps: Learning a probabilistic latent variable model based on the WS sources -- making assumptions that rarely hold in practice -- followed by downstream model training. Importantly, the first step of modeling does not consider the performance of the downstream model. To address these caveats we propose an end-to-end approach for directly learning the downstream model by maximizing its agreement with probabilistic labels generated by reparameterizing previous probabilistic posteriors with a neural network. Our results show improved performance over prior work in terms of end model performance on downstream test sets, as well as in terms of improved robustness to dependencies among weak supervision sources.",2021-11-30,arXiv,Supervisão Fraca de Ponta a Ponta,"Agregar múltiplas fontes de supervisão fraca (SF) pode aliviar o gargalo de rotulagem de dados prevalente em muitas aplicações de aprendizado de máquina, substituindo a tediosa coleta manual de rótulos de verdadeiros. No entanto, as abordagens atuais de ponta que não utilizam dados de treinamento rotulados exigem duas etapas de modelagem separadas: aprender um modelo de variável latente probabilística com base nas fontes de SF - fazendo suposições que raramente se sustentam na prática - seguido pelo treinamento do modelo a montante. É importante ressaltar que a primeira etapa de modelagem não considera o desempenho do modelo a montante. Para abordar essas limitações, propomos uma abordagem de ponta a ponta para aprender diretamente o modelo a montante, maximizando seu acordo com rótulos probabilísticos gerados pela reparametrização de posteriors probabilísticos anteriores com uma rede neural. Nossos resultados mostram desempenho melhorado em relação a trabalhos anteriores em termos de desempenho do modelo final em conjuntos de testes a montante, bem como em termos de maior robustez a dependências entre fontes de supervisão fraca."
K2KN98S7,preprint,2021.0,"Biegel, Samantha; El-Khatib, Rafah; Oliveira, Luiz Otavio Vilas Boas; Baak, Max; Aben, Nanne",Active WeaSuL: Improving Weak Supervision with Active Learning,10.48550/arXiv.2104.14847,http://arxiv.org/abs/2104.14847,"The availability of labelled data is one of the main limitations in machine learning. We can alleviate this using weak supervision: a framework that uses expert-defined rules $\boldsymbol{\lambda}$ to estimate probabilistic labels $p(y|\boldsymbol{\lambda})$ for the entire data set. These rules, however, are dependent on what experts know about the problem, and hence may be inaccurate or may fail to capture important parts of the problem-space. To mitigate this, we propose Active WeaSuL: an approach that incorporates active learning into weak supervision. In Active WeaSuL, experts do not only define rules, but they also iteratively provide the true label for a small set of points where the weak supervision model is most likely to be mistaken, which are then used to better estimate the probabilistic labels. In this way, the weak labels provide a warm start, which active learning then improves upon. We make two contributions: 1) a modification of the weak supervision loss function, such that the expert-labelled data inform and improve the combination of weak labels; and 2) the maxKL divergence sampling strategy, which determines for which data points expert labelling is most beneficial. Our experiments show that when the budget for labelling data is limited (e.g. $\leq 60$ data points), Active WeaSuL outperforms weak supervision, active learning, and competing strategies, with only a handful of labelled data points. This makes Active WeaSuL ideal for situations where obtaining labelled data is difficult.",2021-04-30,arXiv,WeaSuL Ativo: Melhorando a Supervisão Fraca com Aprendizado Ativo,"A disponibilidade de dados rotulados é uma das principais limitações em aprendizado de máquina. Podemos aliviar isso usando supervisão fraca: uma estrutura que utiliza regras definidas por especialistas $\boldsymbol{\lambda}$ para estimar rótulos probabilísticos $p(y|\boldsymbol{\lambda})$ para todo o conjunto de dados. No entanto, essas regras dependem do que os especialistas sabem sobre o problema e, portanto, podem ser imprecisas ou podem falhar em capturar partes importantes do espaço do problema. Para mitigar isso, propomos o Active WeaSuL: uma abordagem que incorpora aprendizado ativo à supervisão fraca. No Active WeaSuL, os especialistas não apenas definem regras, mas também fornecem iterativamente o rótulo verdadeiro para um pequeno conjunto de pontos onde o modelo de supervisão fraca é mais propenso a errar, que são então usados para estimar melhor os rótulos probabilísticos. Dessa forma, os rótulos fracos fornecem um início aquecido, que o aprendizado ativo então melhora. Fazemos duas contribuições: 1) uma modificação da função de perda da supervisão fraca, de modo que os dados rotulados por especialistas informem e melhorem a combinação de rótulos fracos; e 2) a estratégia de amostragem de divergência maxKL, que determina para quais pontos de dados a rotulagem por especialistas é mais benéfica. Nossos experimentos mostram que, quando o orçamento para rotular dados é limitado (por exemplo, $\leq 60$ pontos de dados), o Active WeaSuL supera a supervisão fraca, o aprendizado ativo e estratégias concorrentes, com apenas um punhado de pontos de dados rotulados. Isso torna o Active WeaSuL ideal para situações em que obter dados rotulados é difícil."
YXCNAVLP,preprint,2021.0,"Boecking, Benedikt; Neiswanger, Willie; Xing, Eric; Dubrawski, Artur",Interactive Weak Supervision: Learning Useful Heuristics for Data Labeling,10.48550/arXiv.2012.06046,http://arxiv.org/abs/2012.06046,"Obtaining large annotated datasets is critical for training successful machine learning models and it is often a bottleneck in practice. Weak supervision offers a promising alternative for producing labeled datasets without ground truth annotations by generating probabilistic labels using multiple noisy heuristics. This process can scale to large datasets and has demonstrated state of the art performance in diverse domains such as healthcare and e-commerce. One practical issue with learning from user-generated heuristics is that their creation requires creativity, foresight, and domain expertise from those who hand-craft them, a process which can be tedious and subjective. We develop the first framework for interactive weak supervision in which a method proposes heuristics and learns from user feedback given on each proposed heuristic. Our experiments demonstrate that only a small number of feedback iterations are needed to train models that achieve highly competitive test set performance without access to ground truth training labels. We conduct user studies, which show that users are able to effectively provide feedback on heuristics and that test set results track the performance of simulated oracles.",2021-01-25,arXiv,Supervisão Fraca Interativa: Aprendendo Heurísticas Úteis para Rotulagem de Dados,"A obtenção de grandes conjuntos de dados anotados é crítica para treinar modelos de aprendizado de máquina bem-sucedidos e, na prática, muitas vezes é um gargalo. A supervisão fraca oferece uma alternativa promissora para produzir conjuntos de dados rotulados sem anotações de verdade de base, gerando rótulos probabilísticos usando múltiplas heurísticas ruidosas. Esse processo pode escalar para grandes conjuntos de dados e demonstrou desempenho de ponta em diversos domínios, como saúde e comércio eletrônico. Um problema prático ao aprender com heurísticas geradas por usuários é que sua criação requer criatividade, visão de futuro e expertise no domínio por parte daqueles que as elaboram, um processo que pode ser tedioso e subjetivo. Desenvolvemos a primeira estrutura para supervisão fraca interativa, na qual um método propõe heurísticas e aprende com o feedback do usuário dado sobre cada heurística proposta. Nossos experimentos demonstram que apenas um pequeno número de iterações de feedback é necessário para treinar modelos que alcançam um desempenho altamente competitivo em conjuntos de testes sem acesso a rótulos de treinamento de verdade de base. Realizamos estudos com usuários, que mostram que os usuários conseguem fornecer feedback de forma eficaz sobre heurísticas e que os resultados do conjunto de testes acompanham o desempenho de oráculos simulados."
