"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5WAZ7R4C","journalArticle","","Miyaji, Renato O; de Almeida, Felipe V; Corrêa, Pedro L P","Aplicação de Técnicas de Confident Learning para Limpeza de Dados e Melhoria de Desempenho de Classificadores de Aprendizado de Máquina: um Estudo de Caso","","","","","","Model-Centric techniques, such as hyperparameter selection and regularization, are commonly used in the literature to improve the performance of Machine Learning Classifiers. However, when a dataset with uncertain data is used, Data-Centric approaches have a good potential. These methods aim to systematically engineer data to improve model performance. Thus, Confident Learning (CL) techniques were applied for a study case of Species Distribution Modeling in the Amazon Basin using Machine Learning Classifiers, which aimed to predict the probability of occurrence of a species, given environmental conditions. In comparison with Model-Centric methods, CL techniques presented a 23% improvement of ROC-AUC for Logistic Regression.","","2024-08-29 02:52:04","2024-08-29 02:52:04","","","","","","","","","","","","","","","pt","","","","","Zotero","","","","C:\Users\frank\Zotero\storage\UALK92RJ\Miyaji et al. - Aplicação de Técnicas de Confident Learning para L.pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9EC8AMG","conferencePaper","2023","Papadopoulos, Georgios; Silavong, Fran; Moran, Sean","A Baseline Generative Probabilistic Model for Weakly Supervised Learning","Machine Learning and Knowledge Discovery in Databases: Applied Data Science and Demo Track","978-3-031-43427-3","","","","Finding relevant and high-quality datasets to train machine learning models is a major bottleneck for practitioners. Furthermore, to address ambitious real-world use-cases there is usually the requirement that the data come labelled with high-quality annotations that can facilitate the training of a supervised model. Manually labelling data with high-quality labels is generally a time-consuming and challenging task and often this turns out to be the bottleneck in a machine learning project. Weakly Supervised Learning (WSL) approaches have been developed to alleviate the annotation burden by offering an automatic way of assigning approximate labels (pseudo-labels) to unlabelled data based on heuristics, distant supervision and knowledge bases. We apply probabilistic generative latent variable models (PLVMs), trained on heuristic labelling representations of the original dataset, as an accurate, fast and cost-effective way to generate pseudo-labels. We show that the PLVMs achieve state-of-the-art performance across four datasets. For example, they achieve 22% points higher F1 score than Snorkel in the class-imbalanced Spouse dataset. PLVMs are plug-and-playable and are a drop-in replacement to existing WSL frameworks (e.g. Snorkel) or they can be used as baseline high-performance models for more complicated algorithms, giving practitioners a compelling accuracy boost.","2023","2024-08-29 02:52:05","2024-08-29 02:52:05","","36–50","","","","","","","","","","","Springer Nature Switzerland","Cham","","","","","","","","","","","","","","De Francisci Morales, Gianmarco; Perlich, Claudia; Ruchansky, Natali; Kourtellis, Nicolas; Baralis, Elena; Bonchi, Francesco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D25F9D3Y","journalArticle","","Schmarje, Lars; Grossmann, Vasco; Michels, Tim; Nazarenus, Jakob; Santarossa, Monty; Zelenka, Claudius; Koch, Reinhard","Label Smarter, Not Harder: CleverLabel for Faster Annotation of Ambiguous Image Classiﬁcation with Higher Quality","","","","","","High-quality data is crucial for the success of machine learning, but labeling large datasets is often a time-consuming and costly process. While semi-supervised learning can help mitigate the need for labeled data, label quality remains an open issue due to ambiguity and disagreement among annotators. Thus, we use proposal-guided annotations as one option which leads to more consistency between annotators. However, proposing a label increases the probability of the annotators deciding in favor of this speciﬁc label. This introduces a bias which we can simulate and remove. We propose a new method CleverLabel for Cost-eﬀective LabEling using Validated proposal-guidEd annotations and Repaired LABELs. CleverLabel can reduce labeling costs by up to 30.0%, while achieving a relative improvement in Kullback-Leibler divergence of up to 29.8% compared to the previous state-of-the-art on a multi-domain real-world image classiﬁcation benchmark. CleverLabel offers a novel solution to the challenge of eﬃciently labeling large datasets while also improving the label quality.","","2024-08-29 02:52:05","2024-08-29 02:52:05","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\frank\Zotero\storage\FZ6I967J\Schmarje et al. - Label Smarter, Not Harder CleverLabel for Faster .pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YLIHTVLC","preprint","2023","Chiang, Chao-Kai; Sugiyama, Masashi","Unified Risk Analysis for Weakly Supervised Learning","","","","","http://arxiv.org/abs/2309.08216","Among the flourishing research of weakly supervised learning (WSL), we recognize the lack of a unified interpretation of the mechanism behind the weakly supervised scenarios, let alone a systematic treatment of the risk rewrite problem, a crucial step in the empirical risk minimization approach. In this paper, we introduce a framework providing a comprehensive understanding and a unified methodology for WSL. The formulation component of the framework, leveraging a contamination perspective, provides a unified interpretation of how weak supervision is formed and subsumes fifteen existing WSL settings. The induced reduction graphs offer comprehensive connections over WSLs. The analysis component of the framework, viewed as a decontamination process, provides a systematic method of conducting risk rewrite. In addition to the conventional inverse matrix approach, we devise a novel strategy called marginal chain aiming to decontaminate distributions. We justify the feasibility of the proposed framework by recovering existing rewrites reported in the literature.","2023-09-15","2024-08-29 02:52:06","2024-08-29 02:52:06","2023-09-22 19:32:37","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:2309.08216 arXiv:2309.08216 [cs]","","C:\Users\frank\Zotero\storage\W35X6XVY\2309.html; C:\Users\frank\Zotero\storage\MIRVPELD\Chiang e Sugiyama - 2023 - Unified Risk Analysis for Weakly Supervised Learni.pdf","","notion","Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2309.08216","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3PJJBI4","preprint","2021","Zhang, Yikai; Zheng, Songzhu; Wu, Pengxiang; Goswami, Mayank; Chen, Chao","Learning with Feature-Dependent Label Noise: A Progressive Approach","","","","10.48550/arXiv.2103.07756","http://arxiv.org/abs/2103.07756","Label noise is frequently observed in real-world large-scale datasets. The noise is introduced due to a variety of reasons; it is heterogeneous and feature-dependent. Most existing approaches to handling noisy labels fall into two categories: they either assume an ideal feature-independent noise, or remain heuristic without theoretical guarantees. In this paper, we propose to target a new family of feature-dependent label noise, which is much more general than commonly used i.i.d. label noise and encompasses a broad spectrum of noise patterns. Focusing on this general noise family, we propose a progressive label correction algorithm that iteratively corrects labels and refines the model. We provide theoretical guarantees showing that for a wide variety of (unknown) noise patterns, a classifier trained with this strategy converges to be consistent with the Bayes classifier. In experiments, our method outperforms SOTA baselines and is robust to various noise types and levels.","2021-03-27","2024-08-29 02:52:10","2024-08-29 02:52:10","2023-09-22 19:38:47","","","","","","","Learning with Feature-Dependent Label Noise","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:2103.07756 arXiv:2103.07756 [cs, stat]","","C:\Users\frank\Zotero\storage\6BRL5W57\Zhang et al. - 2021 - Learning with Feature-Dependent Label Noise A Pro.pdf; C:\Users\frank\Zotero\storage\W32TY834\2103.html","","notion","Computer Science - Machine Learning; Statistics - Machine Learning; Statistics - Applications; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2103.07756","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YXZU2LHL","conferencePaper","2023","Zhang, Yongqi; Zhang, Hui; Yao, Quanming; Wan, Jun","Combining Self-Supervised and Supervised Learning with Noisy Labels","2023 IEEE International Conference on Image Processing (ICIP)","","","10.1109/ICIP49359.2023.10221957","","","2023","2024-08-29 02:52:12","2024-08-29 02:52:12","","605-609","","","","","","","","","","","","","","","","","","","","","","C:\Users\frank\Zotero\storage\X252TE9T\Zhang et al. - 2023 - Combining Self-Supervised and Supervised Learning .pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIJ3C2VE","journalArticle","2023","Wang, Xingyu; Chi, Xurong; Song, Yanzhi; Yang, Zhouwang","Active learning with label quality control","PeerJ Computer Science","","2376-5992","10.7717/peerj-cs.1480","https://doi.org/10.7717/peerj-cs.1480","Training deep neural networks requires a large number of labeled samples, which are typically provided by crowdsourced workers or professionals at a high cost. To obtain qualified labels, samples need to be relabeled for inspection to control the quality of the labels, which further increases the cost. Active learning methods aim to select the most valuable samples for labeling to reduce labeling costs. We designed a practical active learning method that adaptively allocates labeling resources to the most valuable unlabeled samples and the most likely mislabeled labeled samples, thus significantly reducing the overall labeling cost. We prove that the probability of our proposed method labeling more than one sample from any redundant sample set in the same batch is less than 1/k, where k is the number of the k-fold experiment used in the method, thus significantly reducing the labeling resources wasted on redundant samples. Our proposed method achieves the best level of results on benchmark datasets, and it performs well in an industrial application of automatic optical inspection.","2023-09","2024-08-29 02:52:13","2024-08-29 02:52:13","","e1480","","","9","","","","","","","","","","","","","","","","","","","C:\Users\frank\Zotero\storage\Q9PPRVS3\Wang et al. - 2023 - Active learning with label quality control.pdf","","notion","Active learning; Automated optical inspection; Label quality control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGX3I837","preprint","2022","Zhu, Zhaowei; Dong, Zihao; Liu, Yang","Detecting Corrupted Labels Without Training a Model to Predict","","","","10.48550/arXiv.2110.06283","http://arxiv.org/abs/2110.06283","Label noise in real-world datasets encodes wrong correlation patterns and impairs the generalization of deep neural networks (DNNs). It is critical to find efficient ways to detect corrupted patterns. Current methods primarily focus on designing robust training techniques to prevent DNNs from memorizing corrupted patterns. These approaches often require customized training processes and may overfit corrupted patterns, leading to a performance drop in detection. In this paper, from a more data-centric perspective, we propose a training-free solution to detect corrupted labels. Intuitively, ``closer'' instances are more likely to share the same clean label. Based on the neighborhood information, we propose two methods: the first one uses ``local voting"" via checking the noisy label consensuses of nearby features. The second one is a ranking-based approach that scores each instance and filters out a guaranteed number of instances that are likely to be corrupted. We theoretically analyze how the quality of features affects the local voting and provide guidelines for tuning neighborhood size. We also prove the worst-case error bound for the ranking-based method. Experiments with both synthetic and real-world label noise demonstrate our training-free solutions consistently and significantly improve most of the training-based baselines. Code is available at github.com/UCSC-REAL/SimiFeat.","2022-06-17","2024-08-29 02:52:14","2024-08-29 02:52:14","2023-09-23 19:05:21","","","","","","","","","","","","","","","","","","","arXiv.org","","Issue: arXiv:2110.06283 arXiv:2110.06283 [cs]","","C:\Users\frank\Zotero\storage\P78TZZDY\Zhu et al. - 2022 - Detecting Corrupted Labels Without Training a Model to Predict.pdf","","notion","Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2110.06283","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IWBNVZLF","preprint","2023","Zha, Daochen; Bhat, Zaid Pervaiz; Lai, Kwei-Herng; Yang, Fan; Jiang, Zhimeng; Zhong, Shaochen; Hu, Xia","Data-centric Artificial Intelligence: A Survey","","","","10.48550/arXiv.2303.10158","http://arxiv.org/abs/2303.10158","Artificial Intelligence (AI) is making a profound impact in almost every domain. A vital enabler of its great success is the availability of abundant and high-quality data for building machine learning models. Recently, the role of data in AI has been significantly magnified, giving rise to the emerging concept of data-centric AI. The attention of researchers and practitioners has gradually shifted from advancing model design to enhancing the quality and quantity of the data. In this survey, we discuss the necessity of data-centric AI, followed by a holistic view of three general data-centric goals (training data development, inference data development, and data maintenance) and the representative methods. We also organize the existing literature from automation and collaboration perspectives, discuss the challenges, and tabulate the benchmarks for various tasks. We believe this is the first comprehensive survey that provides a global view of a spectrum of tasks across various stages of the data lifecycle. We hope it can help the readers efficiently grasp a broad picture of this field, and equip them with the techniques and further research ideas to systematically engineer data for building AI systems. A companion list of data-centric AI resources will be regularly updated on https://github.com/daochenzha/data-centric-AI","2023-06-11","2024-08-29 02:52:16","2024-08-29 02:52:16","2023-09-25 16:34:50","","","","","","","Data-centric Artificial Intelligence","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:2303.10158 arXiv:2303.10158 [cs]","","C:\Users\frank\Zotero\storage\B4W9MAQL\Zha et al. - 2023 - Data-centric Artificial Intelligence A Survey.pdf; C:\Users\frank\Zotero\storage\THPNDVIT\2303.html","","notion","Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Computer Science - Databases","","","","","","","","","","","","","","","","","","","arXiv:2303.10158","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3NAH8WK","preprint","2022","Gao, Zhengqi; Sun, Fan-Keng; Yang, Mingran; Ren, Sucheng; Xiong, Zikai; Engeler, Marc; Burazer, Antonio; Wildling, Linda; Daniel, Luca; Boning, Duane S.","Learning from Multiple Annotator Noisy Labels via Sample-wise Label Fusion","","","","10.48550/arXiv.2207.11327","http://arxiv.org/abs/2207.11327","Data lies at the core of modern deep learning. The impressive performance of supervised learning is built upon a base of massive accurately labeled data. However, in some real-world applications, accurate labeling might not be viable; instead, multiple noisy labels (instead of one accurate label) are provided by several annotators for each data sample. Learning a classifier on such a noisy training dataset is a challenging task. Previous approaches usually assume that all data samples share the same set of parameters related to annotator errors, while we demonstrate that label error learning should be both annotator and data sample dependent. Motivated by this observation, we propose a novel learning algorithm. The proposed method displays superiority compared with several state-of-the-art baseline methods on MNIST, CIFAR-100, and ImageNet-100. Our code is available at: https://github.com/zhengqigao/Learning-from-Multiple-Annotator-Noisy-Labels.","2022-07-22","2024-08-29 02:52:19","2024-08-29 02:52:19","2023-10-13 20:55:54","","","","","","","","","","","","","","","","","","","arXiv.org","","Issue: arXiv:2207.11327 arXiv:2207.11327 [cs]","","C:\Users\frank\Zotero\storage\6M4I9GY3\Gao et al. - 2022 - Learning from Multiple Annotator Noisy Labels via Sample-wise Label Fusion.pdf","","notion","Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2207.11327","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CDRU8AXJ","preprint","2023","Shin, Changho; Cromp, Sonia; Adila, Dyah; Sala, Frederic","Mitigating Source Bias for Fairer Weak Supervision","","","","10.48550/arXiv.2303.17713","http://arxiv.org/abs/2303.17713","Weak supervision overcomes the label bottleneck, enabling efficient development of training sets. Millions of models trained on such datasets have been deployed in the real world and interact with users on a daily basis. However, the techniques that make weak supervision attractive -- such as integrating any source of signal to estimate unknown labels -- also ensure that the pseudolabels it produces are highly biased. Surprisingly, given everyday use and the potential for increased bias, weak supervision has not been studied from the point of view of fairness. This work begins such a study. Our departure point is the observation that even when a fair model can be built from a dataset with access to ground-truth labels, the corresponding dataset labeled via weak supervision can be arbitrarily unfair. Fortunately, not all is lost: we propose and empirically validate a model for source unfairness in weak supervision, then introduce a simple counterfactual fairness-based technique that can mitigate these biases. Theoretically, we show that it is possible for our approach to simultaneously improve both accuracy and fairness metrics -- in contrast to standard fairness approaches that suffer from tradeoffs. Empirically, we show that our technique improves accuracy on weak supervision baselines by as much as 32% while reducing demographic parity gap by 82.5%.","2023-03-30","2024-08-29 02:52:21","2024-08-29 02:52:21","2023-10-14 20:59:44","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:2303.17713 arXiv:2303.17713 [cs, stat]","","C:\Users\frank\Zotero\storage\9Q8SFQC2\Shin et al. - 2023 - Mitigating Source Bias for Fairer Weak Supervision.pdf; C:\Users\frank\Zotero\storage\XIEFEHMD\2303.html","","notion","Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Computers and Society","","","","","","","","","","","","","","","","","","","arXiv:2303.17713","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2A39CV6F","preprint","2023","Guu, Kelvin; Webson, Albert; Pavlick, Ellie; Dixon, Lucas; Tenney, Ian; Bolukbasi, Tolga","Simfluence: Modeling the Influence of Individual Training Examples by Simulating Training Runs","","","","10.48550/arXiv.2303.08114","http://arxiv.org/abs/2303.08114","Training data attribution (TDA) methods offer to trace a model's prediction on any given example back to specific influential training examples. Existing approaches do so by assigning a scalar influence score to each training example, under a simplifying assumption that influence is additive. But in reality, we observe that training examples interact in highly non-additive ways due to factors such as inter-example redundancy, training order, and curriculum learning effects. To study such interactions, we propose Simfluence, a new paradigm for TDA where the goal is not to produce a single influence score per example, but instead a training run simulator: the user asks, ``If my model had trained on example $z_1$, then $z_2$, ..., then $z_n$, how would it behave on $z_{test}$?''; the simulator should then output a simulated training run, which is a time series predicting the loss on $z_{test}$ at every step of the simulated run. This enables users to answer counterfactual questions about what their model would have learned under different training curricula, and to directly see where in training that learning would occur. We present a simulator, Simfluence-Linear, that captures non-additive interactions and is often able to predict the spiky trajectory of individual example losses with surprising fidelity. Furthermore, we show that existing TDA methods such as TracIn and influence functions can be viewed as special cases of Simfluence-Linear. This enables us to directly compare methods in terms of their simulation accuracy, subsuming several prior TDA approaches to evaluation. In experiments on large language model (LLM) fine-tuning, we show that our method predicts loss trajectories with much higher accuracy than existing TDA methods (doubling Spearman's correlation and reducing mean-squared error by 75%) across several tasks, models, and training methods.","2023-03-14","2024-08-29 02:52:24","2024-08-29 02:52:24","2023-10-21 11:58:06","","","","","","","Simfluence","","","","","","","","","","","","arXiv.org","","Issue: arXiv:2303.08114 arXiv:2303.08114 [cs]","","C:\Users\frank\Zotero\storage\6RQ5Q7WU\Guu et al. - 2023 - Simfluence Modeling the Influence of Individual Training Examples by Simulating Training Runs.pdf","","notion","Computer Science - Machine Learning; Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2303.08114","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LWTUJ5EJ","preprint","2022","Stephan, Andreas; Roth, Benjamin","WeaNF: Weak Supervision with Normalizing Flows","","","","10.48550/arXiv.2204.13409","http://arxiv.org/abs/2204.13409","A popular approach to decrease the need for costly manual annotation of large data sets is weak supervision, which introduces problems of noisy labels, coverage and bias. Methods for overcoming these problems have either relied on discriminative models, trained with cost functions specific to weak supervision, and more recently, generative models, trying to model the output of the automatic annotation process. In this work, we explore a novel direction of generative modeling for weak supervision: Instead of modeling the output of the annotation process (the labeling function matches), we generatively model the input-side data distributions (the feature space) covered by labeling functions. Specifically, we estimate a density for each weak labeling source, or labeling function, by using normalizing flows. An integral part of our method is the flow-based modeling of multiple simultaneously matching labeling functions, and therefore phenomena such as labeling function overlap and correlations are captured. We analyze the effectiveness and modeling capabilities on various commonly used weak supervision data sets, and show that weakly supervised normalizing flows compare favorably to standard weak supervision baselines.","2022-05-02","2024-08-29 02:52:27","2024-08-29 02:52:27","2023-10-21 15:46:56","","","","","","","WeaNF","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:2204.13409 arXiv:2204.13409 [cs]","","C:\Users\frank\Zotero\storage\3BSCRKJ2\Stephan e Roth - 2022 - WeaNF Weak Supervision with Normalizing Flows.pdf; C:\Users\frank\Zotero\storage\BTRHWZKN\2204.html","","notion","Computer Science - Machine Learning; Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2204.13409","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W6M2989A","conferencePaper","2019","Amershi, Saleema; Weld, Dan; Vorvoreanu, Mihaela; Fourney, Adam; Nushi, Besmira; Collisson, Penny; Suh, Jina; Iqbal, Shamsi; Bennett, Paul N.; Inkpen, Kori; Teevan, Jaime; Kikin-Gil, Ruth; Horvitz, Eric","Guidelines for Human-AI Interaction","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems","978-1-4503-5970-2","","10.1145/3290605.3300233","https://dl.acm.org/doi/10.1145/3290605.3300233","Advances in artifcial intelligence (AI) frame opportunities and challenges for user interface design. Principles for humanAI interaction have been discussed in the human-computer interaction community for over two decades, but more study and innovation are needed in light of advances in AI and the growing uses of AI technologies in human-facing applications. We propose 18 generally applicable design guidelines for human-AI interaction. These guidelines are validated through multiple rounds of evaluation including a user study with 49 design practitioners who tested the guidelines against 20 popular AI-infused products. The results verify the relevance of the guidelines over a spectrum of interaction scenarios and reveal gaps in our knowledge, highlighting opportunities for further research. Based on the evaluations, we believe the set of design guidelines can serve as a resource to practitioners working on the design of applications and features that harness AI technologies, and to researchers interested in the further development of guidelines for human-AI interaction design.","2019-05-02","2024-08-29 02:52:29","2024-08-29 02:52:29","2023-10-24 13:58:50","1-13","","","","","","","","","","","ACM","Glasgow Scotland Uk","en","","","","","DOI.org (Crossref)","","","","C:\Users\frank\Zotero\storage\K7VHKYSA\Amershi et al. - 2019 - Guidelines for Human-AI Interaction.pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHI '19: CHI Conference on Human Factors in Computing Systems","","","","","","","","","","","","","","",""
"PQQPM9BU","conferencePaper","2019","Geva, Mor; Goldberg, Yoav; Berant, Jonathan","Are We Modeling the Task or the Annotator? An Investigation of Annotator Bias in Natural Language Understanding Datasets","Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP)","","","10.18653/v1/D19-1107","https://www.aclweb.org/anthology/D19-1107","Crowdsourcing has been the prevalent paradigm for creating natural language understanding datasets in recent years. A common crowdsourcing practice is to recruit a small number of high-quality workers, and have them massively generate examples. Having only a few workers generate the majority of examples raises concerns about data diversity, especially when workers freely generate sentences. In this paper, we perform a series of experiments showing these concerns are evident in three recent NLP datasets. We show that model performance improves when training with annotator identiﬁers as features, and that models are able to recognize the most productive annotators. Moreover, we show that often models do not generalize well to examples from annotators that did not contribute to the training set. Our ﬁndings suggest that annotator bias should be monitored during dataset creation, and that test set annotators should be disjoint from training set annotators.","2019","2024-08-29 02:52:33","2024-08-29 02:52:33","2023-10-24 13:58:21","1161-1166","","","","","","Are We Modeling the Task or the Annotator?","","","","","Association for Computational Linguistics","Hong Kong, China","en","","","","","DOI.org (Crossref)","","","","C:\Users\frank\Zotero\storage\YH2ZXEUQ\Geva et al. - 2019 - Are We Modeling the Task or the Annotator An Inve.pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP)","","","","","","","","","","","","","","",""
"UNAGEFZ4","journalArticle","2019","Bansal, Gagan; Nushi, Besmira; Kamar, Ece; Lasecki, Walter S.; Weld, Daniel S.; Horvitz, Eric","Beyond Accuracy: The Role of Mental Models in Human-AI Team Performance","Proceedings of the AAAI Conference on Human Computation and Crowdsourcing","","2769-1349, 2769-1330","10.1609/hcomp.v7i1.5285","https://ojs.aaai.org/index.php/HCOMP/article/view/5285","Decisions made by human-AI teams (e.g., AI-advised humans) are increasingly common in high-stakes domains such as healthcare, criminal justice, and ﬁnance. Achieving high team performance depends on more than just the accuracy of the AI system: Since the human and the AI may have different expertise, the highest team performance is often reached when they both know how and when to complement one another. We focus on a factor that is crucial to supporting such complementary: the human’s mental model of the AI capabilities, speciﬁcally the AI system’s error boundary (i.e. knowing “When does the AI err?”). Awareness of this lets the human decide when to accept or override the AI’s recommendation. We highlight two key properties of an AI’s error boundary, parsimony and stochasticity, and a property of the task, dimensionality. We show experimentally how these properties affect humans’ mental models of AI capabilities and the resulting team performance. We connect our evaluations to related work and propose goals, beyond accuracy, that merit consideration during model selection and optimization to improve overall human-AI team performance.","2019-10-28","2024-08-29 02:52:34","2024-08-29 02:52:34","2023-10-24 13:58:02","2-11","","","7","","HCOMP","Beyond Accuracy","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\frank\Zotero\storage\J6GJVVKJ\Bansal et al. - 2019 - Beyond Accuracy The Role of Mental Models in Huma.pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N7BFT6AQ","conferencePaper","2020","Barshan, Elnaz; Brunet, Marc-Etienne; Dziugaite, Gintare Karolina","RelatIF: Identifying Explanatory Training Samples via Relative Influence","Proceedings of the Twenty Third International Conference on Artificial Intelligence and Statistics","","","","https://proceedings.mlr.press/v108/barshan20a.html","In this work, we focus on the use of influence functions to identify relevant training examples that one might hope “explain” the predictions of a machine learning model. One shortcoming of influence functions is that the training examples deemed most “influential” are often outliers or mislabelled, making them poor choices for explanation. In order to address this shortcoming, we separate the role of global versus local influence. We introduce RelatIF, a new class of criteria for choosing relevant training examples by way of an optimization objective that places a constraint on global influence. RelatIF considers the local influence that an explanatory example has on a prediction relative to its global effects on the model. In empirical evaluations, we find that the examples returned by RelatIF are more intuitive when compared to those found using influence functions.","2020-06-03","2024-08-29 02:52:35","2024-08-29 02:52:35","2023-10-28 19:41:48","1899-1909","","","","","","RelatIF","","","","","PMLR","","en","","","","","proceedings.mlr.press","","ISSN: 2640-3498","","C:\Users\frank\Zotero\storage\KGGZFMKH\Barshan et al. - 2020 - RelatIF Identifying Explanatory Training Samples .pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Conference on Artificial Intelligence and Statistics","","","","","","","","","","","","","","",""
"7RJBRIEX","preprint","2022","Chen, Yuanyuan; Li, Boyang; Yu, Han; Wu, Pengcheng; Miao, Chunyan","HYDRA: Hypergradient Data Relevance Analysis for Interpreting Deep Neural Networks","","","","10.48550/arXiv.2102.02515","http://arxiv.org/abs/2102.02515","The behaviors of deep neural networks (DNNs) are notoriously resistant to human interpretations. In this paper, we propose Hypergradient Data Relevance Analysis, or HYDRA, which interprets the predictions made by DNNs as effects of their training data. Existing approaches generally estimate data contributions around the final model parameters and ignore how the training data shape the optimization trajectory. By unrolling the hypergradient of test loss w.r.t. the weights of training data, HYDRA assesses the contribution of training data toward test data points throughout the training trajectory. In order to accelerate computation, we remove the Hessian from the calculation and prove that, under moderate conditions, the approximation error is bounded. Corroborating this theoretical claim, empirical results indicate the error is indeed small. In addition, we quantitatively demonstrate that HYDRA outperforms influence functions in accurately estimating data contribution and detecting noisy data labels. The source code is available at https://github.com/cyyever/aaai_hydra_8686.","2022-12-29","2024-08-29 02:52:36","2024-08-29 02:52:36","2023-10-28 19:49:19","","","","","","","HYDRA","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:2102.02515 arXiv:2102.02515 [cs]","","C:\Users\frank\Zotero\storage\9CIC4TJM\Chen et al. - 2022 - HYDRA Hypergradient Data Relevance Analysis for I.pdf; C:\Users\frank\Zotero\storage\J2JN4FTN\2102.html","","notion","Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2102.02515","","","","","","","","","","","","","","","","","","","","","","","","","","",""
